TILEMAP
34 26				-- Size of tile map in tiles
32 32				-- Tile size & block size
images/tex3.png		-- Tilesheet
94 74				-- Number of tiles in tilesheet
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3880,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3880,3880,3880,3880,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3880,3880,3880,3880,3880,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
