TILEMAP
34 26				-- Size of tile map in tiles
32 32				-- Tile size & block size
images/tex3.png		-- Tilesheet
94 74				-- Number of tiles in tilesheet
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3974,3974,3974,3974,3974,3974,3974,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,
0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,
3786,3786,3786,3787,0,0,0,3879,3880,3880,3880,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3974,3975,0,0,0,3785,3786,3786,3786,3786,3786,3786,
3880,3880,3880,3881,0,0,0,3879,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,3879,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,3879,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,3879,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,3879,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,3879,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,3879,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,3879,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,3973,3974,3974,3975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,3785,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3881,0,0,0,0,0,0,0,0,0,0,3879,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3786,3786,3786,3786,3786,3786,3786,3786,3786,3786,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,3880,
